date,corridor_id,commodity,day_of_week,month,is_weekend,festival_period,operational_pressure,industrial_demand,previous_day_demand,goods_train_demand
2024-01-02,C06,IRON_ORE,1,1,0,0,5,23,30,9.81
2024-01-02,C06,PETROLEUM,1,1,0,0,77,68,19,18.47
2024-01-02,C06,IRON_ORE,1,1,0,0,97,81,17,22.28
2024-01-02,C06,PETROLEUM,1,1,0,0,9,99,17,21.57
2024-01-02,C07,CEMENT,1,1,0,0,80,65,18,24.12
2024-01-02,C07,FOOD_GRAINS,1,1,0,0,43,61,34,27.29
2024-01-02,C07,FERTILIZER,1,1,0,0,79,46,19,24.72
2024-01-02,C07,CEMENT,1,1,0,0,96,50,8,22.12
2024-01-02,C07,FOOD_GRAINS,1,1,0,0,25,48,23,21.23
2024-01-02,C07,CONTAINER,1,1,0,0,83,68,12,27.01
2024-01-02,C08,CEMENT,1,1,0,0,40,53,24,21.05
2024-01-02,C08,CEMENT,1,1,0,0,79,84,21,28.3
2024-01-02,C08,IRON_ORE,1,1,0,0,61,95,13,30.12
2024-01-02,C08,PETROLEUM,1,1,0,0,79,54,21,17.26
2024-01-02,C08,PETROLEUM,1,1,0,0,4,61,7,17.15
2024-01-02,C08,IRON_ORE,1,1,0,0,98,65,20,27.63
2024-01-02,C08,FOOD_GRAINS,1,1,0,0,93,85,11,16.44
2024-01-02,C08,PETROLEUM,1,1,0,0,15,66,18,20.08
2024-01-02,C09,FERTILIZER,1,1,0,0,7,59,23,24.14
2024-01-02,C09,IRON_ORE,1,1,0,0,69,89,26,38.71
2024-01-02,C09,COAL,1,1,0,0,75,46,29,34.0
2024-01-02,C09,COAL,1,1,0,0,87,83,34,45.38
2024-01-02,C09,PETROLEUM,1,1,0,0,48,35,5,11.62
2024-01-02,C09,COAL,1,1,0,0,87,86,14,41.22
2024-01-02,C09,COAL,1,1,0,0,28,74,9,30.0
2024-01-02,C10,FOOD_GRAINS,1,1,0,0,76,82,32,26.12
2024-01-02,C10,FOOD_GRAINS,1,1,0,0,0,93,10,18.31
2024-01-02,C10,IRON_ORE,1,1,0,0,68,21,20,14.57
2024-01-02,C10,PETROLEUM,1,1,0,0,5,33,22,18.06
2024-01-02,C10,FOOD_GRAINS,1,1,0,0,82,72,14,24.65
2024-01-02,C10,COAL,1,1,0,0,22,83,8,29.41
2024-01-02,C10,PETROLEUM,1,1,0,0,80,42,32,21.65
2024-01-03,C01,CEMENT,2,1,0,0,64,86,20,27.1
2024-01-03,C01,CEMENT,2,1,0,0,79,64,10,22.46
2024-01-03,C01,FERTILIZER,2,1,0,0,50,64,9,17.54
2024-01-03,C01,IRON_ORE,2,1,0,0,55,46,5,15.36
2024-01-03,C01,CONTAINER,2,1,0,0,75,94,19,33.18
2024-01-03,C02,FERTILIZER,2,1,0,0,84,100,10,28.58
2024-01-03,C02,PETROLEUM,2,1,0,0,46,79,13,23.56
2024-01-03,C02,IRON_ORE,2,1,0,0,41,23,8,9.81
2024-01-03,C02,CONTAINER,2,1,0,0,45,43,30,28.02
2024-01-03,C02,CEMENT,2,1,0,0,28,98,8,23.05
2024-01-03,C02,COAL,2,1,0,0,47,63,5,19.79
2024-01-03,C02,COAL,2,1,0,0,90,96,25,41.32
2024-01-03,C02,IRON_ORE,2,1,0,0,44,21,23,14.21
2024-01-03,C02,FERTILIZER,2,1,0,0,94,30,15,16.63
2024-01-03,C03,IRON_ORE,2,1,0,0,65,91,20,26.79
2024-01-03,C03,COAL,2,1,0,0,10,77,31,28.94
2024-01-03,C03,FOOD_GRAINS,2,1,0,0,100,80,18,21.72
2024-01-03,C03,IRON_ORE,2,1,0,0,75,31,26,18.53
2024-01-03,C03,CONTAINER,2,1,0,0,76,90,5,21.06
2024-01-03,C04,CONTAINER,2,1,0,0,98,22,11,15.84
2024-01-03,C04,IRON_ORE,2,1,0,0,30,35,31,25.71
2024-01-03,C04,FERTILIZER,2,1,0,0,93,45,31,27.11
2024-01-03,C04,FOOD_GRAINS,2,1,0,0,5,35,22,12.84
2024-01-03,C04,IRON_ORE,2,1,0,0,61,51,17,22.29
2024-01-03,C04,FOOD_GRAINS,2,1,0,0,7,23,31,15.63
2024-01-03,C04,CONTAINER,2,1,0,0,60,28,16,15.37
2024-01-03,C04,PETROLEUM,2,1,0,0,98,56,22,26.36
2024-01-03,C04,CONTAINER,2,1,0,0,79,89,25,36.2
2024-01-03,C04,FOOD_GRAINS,2,1,0,0,10,53,11,10.96
2024-01-03,C04,CEMENT,2,1,0,0,72,52,9,20.72
2024-01-03,C04,FOOD_GRAINS,2,1,0,0,28,44,33,19.59
2024-01-03,C04,FERTILIZER,2,1,0,0,14,75,20,30.18
2024-01-03,C04,FERTILIZER,2,1,0,0,16,98,11,25.95
2024-01-03,C04,CEMENT,2,1,0,0,45,81,14,30.64
2024-01-03,C04,IRON_ORE,2,1,0,0,47,92,23,33.38
2024-01-03,C04,CEMENT,2,1,0,0,78,62,11,22.86
2024-01-03,C05,FERTILIZER,2,1,0,0,53,53,15,17.44
2024-01-03,C05,PETROLEUM,2,1,0,0,26,88,20,25.12
2024-01-03,C05,COAL,2,1,0,0,10,31,28,23.56
2024-01-03,C05,CEMENT,2,1,0,0,15,20,21,8.97
2024-01-03,C05,FERTILIZER,2,1,0,0,77,48,17,21.28
2024-01-03,C05,CEMENT,2,1,0,0,76,57,26,21.68
2024-01-03,C05,FERTILIZER,2,1,0,0,38,20,15,10.04
2024-01-03,C05,FERTILIZER,2,1,0,0,20,70,29,24.68
2024-01-03,C05,COAL,2,1,0,0,16,53,13,22.77
2024-01-03,C06,PETROLEUM,2,1,0,0,90,90,28,28.27
2024-01-03,C06,FOOD_GRAINS,2,1,0,0,58,57,17,12.34
2024-01-03,C06,IRON_ORE,2,1,0,0,25,84,28,22.57
2024-01-03,C06,COAL,2,1,0,0,87,82,20,27.87
2024-01-03,C06,CONTAINER,2,1,0,0,67,23,19,13.87
2024-01-03,C06,IRON_ORE,2,1,0,0,92,76,14,28.12
2024-01-03,C06,FERTILIZER,2,1,0,0,41,61,21,19.42
2024-01-03,C06,CEMENT,2,1,0,0,95,99,25,24.72
2024-01-03,C06,FERTILIZER,2,1,0,0,77,72,5,22.03
2024-01-03,C06,IRON_ORE,2,1,0,0,9,100,21,27.18
2024-01-03,C06,FERTILIZER,2,1,0,0,54,46,19,14.94
2024-01-03,C07,COAL,2,1,0,0,54,55,22,23.71
2024-01-03,C07,CONTAINER,2,1,0,0,86,26,32,30.7
2024-01-03,C07,CONTAINER,2,1,0,0,6,68,32,25.25
2024-01-03,C07,CONTAINER,2,1,0,0,20,65,10,25.63
2024-01-03,C07,FERTILIZER,2,1,0,0,72,87,35,37.42
2024-01-03,C07,CONTAINER,2,1,0,0,78,76,5,26.84
2024-01-03,C07,IRON_ORE,2,1,0,0,79,38,27,23.84
2024-01-03,C07,CEMENT,2,1,0,0,16,41,12,15.05
2024-01-03,C07,PETROLEUM,2,1,0,0,70,57,24,22.87
2024-01-03,C07,CEMENT,2,1,0,0,36,74,32,33.61
2024-01-03,C08,CEMENT,2,1,0,0,72,84,24,29.65
2024-01-03,C08,COAL,2,1,0,0,100,87,17,30.75
2024-01-03,C08,IRON_ORE,2,1,0,0,80,58,28,26.7
2024-01-03,C08,IRON_ORE,2,1,0,0,24,54,19,19.67
2024-01-03,C08,FERTILIZER,2,1,0,0,89,82,25,28.48
2024-01-03,C08,COAL,2,1,0,0,59,51,20,29.54
2024-01-03,C09,COAL,2,1,0,0,75,74,6,32.28
2024-01-03,C09,IRON_ORE,2,1,0,0,98,77,15,31.01
2024-01-03,C09,CEMENT,2,1,0,0,99,62,33,40.17
2024-01-03,C09,FERTILIZER,2,1,0,0,36,32,20,13.41
2024-01-03,C09,FERTILIZER,2,1,0,0,23,43,15,19.51
2024-01-03,C09,CONTAINER,2,1,0,0,70,87,17,38.81
2024-01-03,C09,PETROLEUM,2,1,0,0,5,60,10,19.02
2024-01-03,C09,FOOD_GRAINS,2,1,0,0,63,83,8,24.14
2024-01-03,C09,FERTILIZER,2,1,0,0,97,92,15,31.38
2024-01-03,C09,COAL,2,1,0,0,27,47,33,33.23
2024-01-03,C10,FOOD_GRAINS,2,1,0,0,17,54,15,21.11
2024-01-03,C10,FOOD_GRAINS,2,1,0,0,23,38,21,11.96
2024-01-03,C10,FOOD_GRAINS,2,1,0,0,67,50,30,23.16
2024-01-03,C10,FERTILIZER,2,1,0,0,35,35,24,16.37
2024-01-03,C10,COAL,2,1,0,0,5,68,33,29.07
2024-01-03,C10,PETROLEUM,2,1,0,0,98,63,22,27.9
2024-01-03,C10,CEMENT,2,1,0,0,43,22,17,10.24
2024-01-03,C10,COAL,2,1,0,0,32,98,13,31.12
2024-01-03,C10,FOOD_GRAINS,2,1,0,0,18,91,24,26.56
2024-01-03,C10,CONTAINER,2,1,0,0,59,93,14,37.18
2024-01-04,C01,COAL,3,1,0,0,27,49,21,25.22
2024-01-04,C01,FERTILIZER,3,1,0,0,18,68,20,20.82
2024-01-04,C01,CONTAINER,3,1,0,0,53,98,20,34.34
2024-01-04,C01,PETROLEUM,3,1,0,0,18,31,30,16.46
2024-01-04,C01,FOOD_GRAINS,3,1,0,0,2,30,32,14.77
2024-01-04,C01,FOOD_GRAINS,3,1,0,0,73,21,13,6.4
2024-01-04,C01,IRON_ORE,3,1,0,0,23,23,9,12.18
2024-01-04,C01,FOOD_GRAINS,3,1,0,0,75,90,27,27.97
2024-01-04,C01,COAL,3,1,0,0,19,80,14,28.13
2024-01-04,C02,COAL,3,1,0,0,82,80,29,43.13
2024-01-04,C02,FERTILIZER,3,1,0,0,68,37,31,18.63
2024-01-04,C02,IRON_ORE,3,1,0,0,84,31,8,17.17
2024-01-04,C02,IRON_ORE,3,1,0,0,96,98,33,37.7
2024-01-04,C02,PETROLEUM,3,1,0,0,84,79,26,30.85
2024-01-04,C02,FOOD_GRAINS,3,1,0,0,79,80,19,26.82
2024-01-04,C02,COAL,3,1,0,0,84,23,19,16.32
2024-01-04,C02,IRON_ORE,3,1,0,0,26,83,32,33.37
2024-01-04,C02,IRON_ORE,3,1,0,0,4,79,17,22.47
2024-01-04,C02,FOOD_GRAINS,3,1,0,0,2,95,7,21.6
2024-01-04,C03,FERTILIZER,3,1,0,0,34,34,11,9.92
2024-01-04,C03,PETROLEUM,3,1,0,0,84,23,19,15.88
2024-01-04,C03,FERTILIZER,3,1,0,0,41,34,26,15.97
2024-01-04,C03,IRON_ORE,3,1,0,0,3,62,29,17.69
2024-01-04,C03,CEMENT,3,1,0,0,8,72,8,16.4
2024-01-04,C03,PETROLEUM,3,1,0,0,25,62,16,14.72
2024-01-04,C03,CEMENT,3,1,0,0,37,36,5,10.95
2024-01-04,C03,COAL,3,1,0,0,39,96,19,32.57
2024-01-04,C03,CONTAINER,3,1,0,0,39,31,10,16.12
2024-01-04,C04,PETROLEUM,3,1,0,0,100,93,10,26.12
2024-01-04,C04,FERTILIZER,3,1,0,0,65,33,25,22.69
2024-01-04,C04,IRON_ORE,3,1,0,0,20,69,25,31.44
2024-01-04,C04,CONTAINER,3,1,0,0,57,82,11,24.44
2024-01-04,C05,IRON_ORE,3,1,0,0,20,94,32,35.52
2024-01-04,C05,FERTILIZER,3,1,0,0,89,65,27,28.12
2024-01-04,C05,CEMENT,3,1,0,0,20,73,17,23.61
2024-01-04,C05,CEMENT,3,1,0,0,86,61,22,27.54
2024-01-04,C05,FOOD_GRAINS,3,1,0,0,57,86,16,23.22
2024-01-04,C05,FERTILIZER,3,1,0,0,7,48,23,17.46
2024-01-04,C05,FERTILIZER,3,1,0,0,5,80,33,30.9
2024-01-04,C05,CONTAINER,3,1,0,0,29,26,6,13.86
2024-01-04,C05,FOOD_GRAINS,3,1,0,0,90,59,30,26.02
2024-01-04,C06,FOOD_GRAINS,3,1,0,0,52,55,8,9.33
2024-01-04,C06,FERTILIZER,3,1,0,0,88,38,26,19.44
2024-01-04,C06,CONTAINER,3,1,0,0,41,91,5,20.09
2024-01-04,C06,IRON_ORE,3,1,0,0,85,44,6,11.47
2024-01-04,C06,CEMENT,3,1,0,0,1,99,14,19.76
2024-01-04,C06,IRON_ORE,3,1,0,0,42,47,30,22.22
2024-01-04,C06,CONTAINER,3,1,0,0,46,90,15,28.21
2024-01-04,C06,PETROLEUM,3,1,0,0,61,72,7,18.14
2024-01-04,C06,COAL,3,1,0,0,64,31,19,16.71
2024-01-04,C06,CONTAINER,3,1,0,0,36,20,27,16.57
2024-01-04,C06,CEMENT,3,1,0,0,60,30,31,17.6
2024-01-04,C06,PETROLEUM,3,1,0,0,26,64,8,13.39
2024-01-04,C07,CEMENT,3,1,0,0,48,88,19,30.78
2024-01-04,C07,IRON_ORE,3,1,0,0,14,82,34,33.7
2024-01-04,C07,CEMENT,3,1,0,0,67,97,18,30.28
2024-01-04,C07,FOOD_GRAINS,3,1,0,0,15,56,34,25.2
2024-01-04,C07,IRON_ORE,3,1,0,0,19,92,30,34.4
2024-01-04,C07,FOOD_GRAINS,3,1,0,0,36,23,5,10.34
2024-01-04,C07,CEMENT,3,1,0,0,99,98,22,37.26
2024-01-04,C07,FOOD_GRAINS,3,1,0,0,40,33,17,12.17
2024-01-04,C08,IRON_ORE,3,1,0,0,59,95,15,26.66
2024-01-04,C08,COAL,3,1,0,0,3,39,32,22.12
2024-01-04,C08,CONTAINER,3,1,0,0,23,90,32,27.95
2024-01-04,C08,PETROLEUM,3,1,0,0,24,40,34,19.78
2024-01-04,C08,FERTILIZER,3,1,0,0,20,46,28,16.79
2024-01-04,C08,IRON_ORE,3,1,0,0,68,98,22,34.17
2024-01-04,C08,CONTAINER,3,1,0,0,74,29,29,22.62
2024-01-04,C08,IRON_ORE,3,1,0,0,48,59,22,21.02
2024-01-04,C08,CONTAINER,3,1,0,0,23,83,10,23.07
2024-01-04,C09,FERTILIZER,3,1,0,0,74,62,5,20.27
2024-01-04,C09,FERTILIZER,3,1,0,0,65,76,28,33.24
2024-01-04,C09,FOOD_GRAINS,3,1,0,0,84,74,35,34.06
2024-01-04,C09,PETROLEUM,3,1,0,0,95,28,18,21.47
2024-01-04,C09,IRON_ORE,3,1,0,0,39,54,13,19.34
2024-01-04,C09,FOOD_GRAINS,3,1,0,0,29,41,23,20.5
2024-01-04,C09,FERTILIZER,3,1,0,0,100,37,12,18.51
2024-01-04,C09,CEMENT,3,1,0,0,15,57,30,29.63
2024-01-04,C09,PETROLEUM,3,1,0,0,1,34,21,11.05
2024-01-04,C10,PETROLEUM,3,1,0,0,89,26,10,9.41
2024-01-04,C10,FERTILIZER,3,1,0,0,99,71,28,31.77
2024-01-04,C10,CEMENT,3,1,0,0,63,67,21,27.37
2024-01-04,C10,FOOD_GRAINS,3,1,0,0,90,47,21,21.89
2024-01-04,C10,COAL,3,1,0,0,88,39,22,25.22
2024-01-04,C10,CEMENT,3,1,0,0,89,37,14,19.97
2024-01-04,C10,PETROLEUM,3,1,0,0,72,84,34,29.87
2024-01-04,C10,FOOD_GRAINS,3,1,0,0,81,87,7,25.67
2024-01-04,C10,PETROLEUM,3,1,0,0,84,26,26,18.81
2024-01-04,C10,FERTILIZER,3,1,0,0,43,96,24,33.92
2024-01-04,C10,CONTAINER,3,1,0,0,35,91,33,39.16
2024-01-04,C10,COAL,3,1,0,0,5,48,30,26.04
2024-01-04,C10,FOOD_GRAINS,3,1,0,0,42,47,16,12.43
2024-01-05,C01,IRON_ORE,4,1,0,0,16,90,6,16.5
2024-01-05,C01,COAL,4,1,0,0,64,80,34,39.24
2024-01-05,C01,CEMENT,4,1,0,0,2,75,22,25.16
2024-01-05,C01,COAL,4,1,0,0,96,81,32,36.93
2024-01-05,C01,COAL,4,1,0,0,81,68,19,30.14
2024-01-05,C01,PETROLEUM,4,1,0,0,59,80,22,27.2
2024-01-05,C01,FOOD_GRAINS,4,1,0,0,2,74,8,10.85
2024-01-05,C02,PETROLEUM,4,1,0,0,74,34,30,19.18
2024-01-05,C02,CEMENT,4,1,0,0,84,91,32,31.35
2024-01-05,C02,CONTAINER,4,1,0,0,13,90,17,27.89
2024-01-05,C02,FERTILIZER,4,1,0,0,30,65,26,22.23
2024-01-05,C02,IRON_ORE,4,1,0,0,73,81,25,30.92
2024-01-05,C02,COAL,4,1,0,0,4,74,5,21.25
2024-01-05,C02,FOOD_GRAINS,4,1,0,0,91,36,33,19.23
2024-01-05,C02,FERTILIZER,4,1,0,0,58,77,35,36.42
2024-01-05,C03,FOOD_GRAINS,4,1,0,0,82,71,6,15.36
2024-01-05,C03,CEMENT,4,1,0,0,31,82,14,18.2
2024-01-05,C03,PETROLEUM,4,1,0,0,74,61,33,22.0
2024-01-05,C03,CONTAINER,4,1,0,0,64,75,15,24.66
2024-01-05,C03,COAL,4,1,0,0,70,35,34,26.05
2024-01-05,C03,CONTAINER,4,1,0,0,89,79,17,24.43
2024-01-05,C03,PETROLEUM,4,1,0,0,36,54,6,11.48
2024-01-05,C03,PETROLEUM,4,1,0,0,42,60,26,18.12
